Frame,Object ID,x1,x2,y1,y2,type,category,CBR_MUST,CBR_MAY,drivers_MUST,drivers_MAY
137.0,pedestrian_1,2880.0,2955.0,605.0,680.0,must,1.0,1.0,1.0,1.0,1.0
138.0,pedestrian_1,2880.0,2955.0,610.0,685.0,must,1.0,1.0,1.0,1.0,1.0
139.0,pedestrian_1,2880.0,2955.0,610.0,685.0,must,1.0,1.0,1.0,1.0,1.0
140.0,pedestrian_1,2880.0,2955.0,610.0,685.0,must,1.0,1.0,1.0,1.0,1.0
141.0,pedestrian_1,2880.0,2955.0,610.0,685.0,must,1.0,1.0,1.0,1.0,1.0
142.0,pedestrian_1,2880.0,2955.0,610.0,685.0,must,1.0,1.0,1.0,1.0,1.0
143.0,pedestrian_1,2880.0,2955.0,610.0,685.0,must,1.0,1.0,1.0,1.0,1.0
144.0,pedestrian_1,2875.0,2950.0,605.0,685.0,must,1.0,1.0,1.0,1.0,1.0
145.0,pedestrian_1,2875.0,2955.0,605.0,685.0,must,1.0,1.0,1.0,1.0,1.0
146.0,pedestrian_1,2875.0,2955.0,605.0,685.0,must,1.0,1.0,1.0,1.0,1.0
147.0,pedestrian_1,2875.0,2955.0,605.0,685.0,must,1.0,1.0,1.0,1.0,1.0
148.0,pedestrian_1,2870.0,2950.0,600.0,685.0,must,1.0,1.0,1.0,1.0,1.0
149.0,pedestrian_1,2870.0,2950.0,600.0,685.0,must,1.0,1.0,1.0,1.0,1.0
150.0,pedestrian_1,2870.0,2950.0,600.0,685.0,must,1.0,1.0,1.0,1.0,1.0
151.0,pedestrian_1,2870.0,2955.0,600.0,685.0,must,1.0,1.0,1.0,1.0,1.0
152.0,pedestrian_1,2865.0,2950.0,595.0,685.0,must,1.0,1.0,1.0,1.0,1.0
153.0,pedestrian_1,2865.0,2950.0,595.0,685.0,must,1.0,1.0,1.0,1.0,1.0
154.0,pedestrian_1,2865.0,2950.0,595.0,685.0,must,1.0,1.0,1.0,1.0,1.0
155.0,pedestrian_1,2865.0,2950.0,595.0,685.0,must,1.0,1.0,1.0,1.0,1.0
156.0,pedestrian_1,2860.0,2945.0,590.0,685.0,must,1.0,1.0,1.0,1.0,1.0
157.0,pedestrian_1,2860.0,2950.0,590.0,685.0,must,1.0,1.0,1.0,1.0,1.0
158.0,pedestrian_1,2860.0,2950.0,590.0,685.0,must,1.0,1.0,1.0,1.0,1.0
159.0,pedestrian_1,2860.0,2950.0,590.0,685.0,must,1.0,1.0,1.0,1.0,1.0
160.0,pedestrian_1,2855.0,2945.0,585.0,685.0,must,1.0,1.0,1.0,1.0,1.0
161.0,pedestrian_1,2855.0,2945.0,585.0,685.0,must,1.0,1.0,1.0,1.0,1.0
162.0,pedestrian_1,2855.0,2945.0,585.0,685.0,must,1.0,1.0,1.0,1.0,1.0
163.0,pedestrian_1,2855.0,2950.0,585.0,685.0,must,1.0,1.0,1.0,1.0,1.0
164.0,pedestrian_1,2850.0,2945.0,580.0,685.0,must,1.0,1.0,1.0,1.0,1.0
165.0,pedestrian_1,2850.0,2945.0,580.0,685.0,must,1.0,1.0,1.0,1.0,1.0
166.0,pedestrian_1,2850.0,2945.0,580.0,685.0,must,1.0,1.0,1.0,1.0,1.0
167.0,pedestrian_1,2850.0,2945.0,580.0,685.0,must,1.0,1.0,1.0,1.0,1.0
168.0,pedestrian_1,2850.0,2945.0,580.0,685.0,must,1.0,1.0,1.0,1.0,1.0
169.0,pedestrian_1,2850.0,2945.0,580.0,690.0,must,1.0,1.0,1.0,1.0,1.0
170.0,pedestrian_1,2850.0,2945.0,580.0,690.0,must,1.0,1.0,1.0,1.0,1.0
171.0,pedestrian_1,2850.0,2950.0,580.0,690.0,must,1.0,1.0,1.0,1.0,1.0
172.0,pedestrian_1,2850.0,2950.0,580.0,690.0,must,1.0,1.0,1.0,1.0,1.0
173.0,pedestrian_1,2850.0,2950.0,580.0,690.0,must,1.0,1.0,1.0,1.0,1.0
174.0,pedestrian_1,2855.0,2955.0,575.0,685.0,must,1.0,1.0,1.0,1.0,1.0
175.0,pedestrian_1,2855.0,2955.0,575.0,685.0,must,1.0,1.0,1.0,1.0,1.0
176.0,pedestrian_1,2855.0,2955.0,575.0,690.0,must,1.0,1.0,1.0,1.0,1.0
177.0,pedestrian_1,2855.0,2955.0,575.0,690.0,must,1.0,1.0,1.0,1.0,1.0
178.0,pedestrian_1,2855.0,2955.0,575.0,690.0,must,1.0,1.0,1.0,1.0,1.0
179.0,pedestrian_1,2855.0,2955.0,575.0,690.0,must,1.0,1.0,1.0,1.0,1.0
180.0,pedestrian_1,2855.0,2955.0,575.0,690.0,must,1.0,1.0,1.0,1.0,1.0
181.0,pedestrian_1,2855.0,2955.0,575.0,690.0,must,1.0,1.0,1.0,1.0,1.0
182.0,pedestrian_1,2855.0,2955.0,575.0,690.0,must,1.0,1.0,1.0,1.0,1.0
183.0,pedestrian_1,2855.0,2960.0,575.0,695.0,must,1.0,1.0,1.0,1.0,1.0
184.0,pedestrian_1,2855.0,2960.0,575.0,695.0,must,1.0,1.0,1.0,1.0,1.0
185.0,pedestrian_1,2855.0,2960.0,575.0,695.0,must,1.0,1.0,1.0,1.0,1.0
186.0,pedestrian_1,2855.0,2960.0,575.0,695.0,must,1.0,1.0,1.0,1.0,1.0
187.0,pedestrian_1,2855.0,2960.0,575.0,695.0,must,1.0,1.0,1.0,1.0,1.0
188.0,pedestrian_1,2855.0,2960.0,575.0,695.0,must,1.0,1.0,1.0,1.0,1.0
189.0,pedestrian_1,2855.0,2960.0,575.0,695.0,must,1.0,1.0,1.0,1.0,1.0
190.0,pedestrian_1,2855.0,2960.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
191.0,pedestrian_1,2855.0,2960.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
192.0,pedestrian_1,2860.0,2965.0,570.0,695.0,must,1.0,1.0,1.0,1.0,1.0
193.0,pedestrian_1,2860.0,2965.0,570.0,695.0,must,1.0,1.0,1.0,1.0,1.0
194.0,pedestrian_1,2860.0,2965.0,570.0,695.0,must,1.0,1.0,1.0,1.0,1.0
195.0,pedestrian_1,2860.0,2970.0,570.0,695.0,must,1.0,1.0,1.0,1.0,1.0
196.0,pedestrian_1,2860.0,2970.0,570.0,695.0,must,1.0,1.0,1.0,1.0,1.0
197.0,pedestrian_1,2860.0,2970.0,570.0,700.0,must,1.0,1.0,1.0,1.0,1.0
198.0,pedestrian_1,2860.0,2970.0,570.0,700.0,must,1.0,1.0,1.0,1.0,1.0
199.0,pedestrian_1,2860.0,2970.0,570.0,700.0,must,1.0,1.0,1.0,1.0,1.0
200.0,pedestrian_1,2860.0,2970.0,570.0,700.0,must,1.0,1.0,1.0,1.0,1.0
201.0,pedestrian_1,2860.0,2970.0,570.0,700.0,must,1.0,1.0,1.0,1.0,1.0
202.0,pedestrian_1,2865.0,2975.0,570.0,700.0,must,1.0,1.0,1.0,1.0,1.0
203.0,pedestrian_1,2865.0,2975.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
204.0,pedestrian_1,2865.0,2975.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
205.0,pedestrian_1,2865.0,2975.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
206.0,pedestrian_1,2865.0,2970.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
207.0,pedestrian_1,2865.0,2970.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
208.0,pedestrian_1,2870.0,2975.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
209.0,pedestrian_1,2870.0,2975.0,575.0,700.0,must,1.0,1.0,1.0,1.0,1.0
210.0,pedestrian_1,2870.0,2975.0,580.0,700.0,must,1.0,1.0,1.0,1.0,1.0
211.0,pedestrian_1,2870.0,2975.0,580.0,700.0,must,1.0,1.0,1.0,1.0,1.0
212.0,pedestrian_1,2870.0,2975.0,580.0,700.0,must,1.0,1.0,1.0,1.0,1.0
213.0,pedestrian_1,2875.0,2980.0,580.0,700.0,must,1.0,1.0,1.0,1.0,1.0
214.0,pedestrian_1,2875.0,2980.0,580.0,700.0,must,1.0,1.0,1.0,1.0,1.0
215.0,pedestrian_1,2875.0,2980.0,580.0,700.0,must,1.0,1.0,1.0,1.0,1.0
216.0,pedestrian_1,2875.0,2980.0,585.0,700.0,must,1.0,1.0,1.0,1.0,1.0
217.0,pedestrian_1,2875.0,2980.0,585.0,700.0,must,1.0,1.0,1.0,1.0,1.0
218.0,pedestrian_1,2880.0,2985.0,585.0,700.0,must,1.0,1.0,1.0,1.0,1.0
219.0,pedestrian_1,2880.0,2985.0,585.0,700.0,must,1.0,1.0,1.0,1.0,1.0
220.0,pedestrian_1,2880.0,2980.0,585.0,700.0,must,1.0,1.0,1.0,1.0,1.0
221.0,pedestrian_1,2880.0,2980.0,585.0,700.0,must,1.0,1.0,1.0,1.0,1.0
222.0,pedestrian_1,2880.0,2980.0,585.0,700.0,must,1.0,1.0,1.0,1.0,1.0
223.0,pedestrian_1,2880.0,2980.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
224.0,pedestrian_1,2885.0,2985.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
225.0,pedestrian_1,2885.0,2985.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
226.0,pedestrian_1,2885.0,2985.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
227.0,pedestrian_1,2885.0,2985.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
228.0,pedestrian_1,2890.0,2990.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
229.0,pedestrian_1,2890.0,2990.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
230.0,pedestrian_1,2890.0,2990.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
231.0,pedestrian_1,2890.0,2990.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
232.0,pedestrian_1,2890.0,2990.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
233.0,pedestrian_1,2890.0,2990.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
234.0,pedestrian_1,2895.0,2995.0,590.0,700.0,must,1.0,1.0,1.0,1.0,1.0
235.0,pedestrian_1,2895.0,2995.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
236.0,pedestrian_1,2895.0,2995.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
237.0,pedestrian_1,2895.0,2995.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
238.0,pedestrian_1,2895.0,2995.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
239.0,pedestrian_1,2900.0,3000.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
240.0,pedestrian_1,2900.0,3000.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
241.0,pedestrian_1,2900.0,3000.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
242.0,pedestrian_1,2900.0,3000.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
243.0,pedestrian_1,2900.0,3000.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
244.0,pedestrian_1,2900.0,3000.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
245.0,pedestrian_1,2905.0,3005.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
246.0,pedestrian_1,2905.0,3005.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
247.0,pedestrian_1,2905.0,3005.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
248.0,pedestrian_1,2905.0,3005.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
249.0,pedestrian_1,2905.0,3005.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
250.0,pedestrian_1,2910.0,3010.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
251.0,pedestrian_1,2910.0,3010.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
252.0,pedestrian_1,2910.0,3010.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
253.0,pedestrian_1,2910.0,3010.0,590.0,705.0,must,1.0,1.0,1.0,1.0,1.0
254.0,pedestrian_1,2910.0,3010.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
255.0,pedestrian_1,2915.0,3015.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
256.0,pedestrian_1,2915.0,3015.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
257.0,pedestrian_1,2915.0,3015.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
258.0,pedestrian_1,2915.0,3015.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
259.0,pedestrian_1,2915.0,3015.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
260.0,pedestrian_1,2915.0,3015.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
261.0,pedestrian_1,2920.0,3020.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
262.0,pedestrian_1,2920.0,3020.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
263.0,pedestrian_1,2920.0,3020.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
264.0,pedestrian_1,2920.0,3020.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
265.0,pedestrian_1,2920.0,3020.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
266.0,pedestrian_1,2920.0,3020.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
267.0,pedestrian_1,2920.0,3020.0,590.0,710.0,must,1.0,1.0,1.0,1.0,1.0
268.0,pedestrian_1,2920.0,3020.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
269.0,pedestrian_1,2920.0,3020.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
270.0,pedestrian_1,2920.0,3020.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
271.0,pedestrian_1,2920.0,3020.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
272.0,pedestrian_1,2920.0,3020.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
273.0,pedestrian_1,2925.0,3025.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
274.0,pedestrian_1,2925.0,3025.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
275.0,pedestrian_1,2925.0,3025.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
276.0,pedestrian_1,2925.0,3025.0,590.0,715.0,must,1.0,1.0,1.0,1.0,1.0
277.0,pedestrian_1,2925.0,3025.0,590.0,720.0,must,1.0,1.0,1.0,1.0,1.0
278.0,pedestrian_1,2925.0,3025.0,590.0,720.0,must,1.0,1.0,1.0,1.0,1.0
279.0,pedestrian_1,2925.0,3025.0,590.0,720.0,must,1.0,1.0,1.0,1.0,1.0
280.0,pedestrian_1,2925.0,3025.0,590.0,720.0,must,1.0,1.0,1.0,1.0,1.0
281.0,pedestrian_1,2925.0,3025.0,590.0,720.0,must,1.0,1.0,1.0,1.0,1.0
282.0,pedestrian_1,2925.0,3025.0,590.0,720.0,must,1.0,1.0,1.0,1.0,1.0
283.0,pedestrian_1,2925.0,3030.0,585.0,715.0,must,1.0,1.0,1.0,1.0,1.0
284.0,pedestrian_1,2925.0,3030.0,585.0,715.0,must,1.0,1.0,1.0,1.0,1.0
285.0,pedestrian_1,2925.0,3030.0,585.0,715.0,must,1.0,1.0,1.0,1.0,1.0
286.0,pedestrian_1,2925.0,3030.0,585.0,715.0,must,1.0,1.0,1.0,1.0,1.0
287.0,pedestrian_1,2925.0,3030.0,585.0,715.0,must,1.0,1.0,1.0,1.0,1.0
288.0,pedestrian_1,2925.0,3030.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
289.0,pedestrian_1,2925.0,3030.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
290.0,pedestrian_1,2925.0,3030.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
291.0,pedestrian_1,2925.0,3030.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
292.0,pedestrian_1,2930.0,3035.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
293.0,pedestrian_1,2930.0,3035.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
294.0,pedestrian_1,2930.0,3035.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
295.0,pedestrian_1,2930.0,3035.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
296.0,pedestrian_1,2930.0,3035.0,585.0,720.0,must,1.0,1.0,1.0,1.0,1.0
297.0,pedestrian_1,2930.0,3035.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
298.0,pedestrian_1,2930.0,3035.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
299.0,pedestrian_1,2930.0,3035.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
300.0,pedestrian_1,2930.0,3035.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
301.0,pedestrian_1,2930.0,3035.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
302.0,pedestrian_1,2925.0,3030.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
303.0,pedestrian_1,2925.0,3035.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
304.0,pedestrian_1,2920.0,3030.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
305.0,pedestrian_1,2920.0,3030.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
306.0,pedestrian_1,2915.0,3025.0,585.0,725.0,must,1.0,1.0,1.0,1.0,1.0
307.0,pedestrian_1,2915.0,3030.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
308.0,pedestrian_1,2910.0,3025.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
309.0,pedestrian_1,2905.0,3020.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
310.0,pedestrian_1,2905.0,3020.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
311.0,pedestrian_1,2900.0,3020.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
312.0,pedestrian_1,2900.0,3020.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
313.0,pedestrian_1,2895.0,3015.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
314.0,pedestrian_1,2895.0,3020.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
315.0,pedestrian_1,2890.0,3015.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
316.0,pedestrian_1,2885.0,3010.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
317.0,pedestrian_1,2885.0,3010.0,590.0,735.0,must,1.0,1.0,1.0,1.0,1.0
318.0,pedestrian_1,2880.0,3010.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
319.0,pedestrian_1,2880.0,3010.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
320.0,pedestrian_1,2875.0,3005.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
321.0,pedestrian_1,2870.0,3000.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
322.0,pedestrian_1,2870.0,3005.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
323.0,pedestrian_1,2865.0,3000.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
324.0,pedestrian_1,2865.0,3000.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
325.0,pedestrian_1,2860.0,3000.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
326.0,pedestrian_1,2860.0,3000.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
327.0,pedestrian_1,2855.0,2995.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
328.0,pedestrian_1,2850.0,2990.0,595.0,745.0,must,1.0,1.0,1.0,1.0,1.0
329.0,pedestrian_1,2850.0,2995.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
330.0,pedestrian_1,2845.0,2990.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
331.0,pedestrian_1,2845.0,2990.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
332.0,pedestrian_1,2840.0,2985.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
333.0,pedestrian_1,2835.0,2985.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
334.0,pedestrian_1,2830.0,2980.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
335.0,pedestrian_1,2825.0,2975.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
336.0,pedestrian_1,2820.0,2970.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
337.0,pedestrian_1,2815.0,2970.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
338.0,pedestrian_1,2810.0,2965.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
339.0,pedestrian_1,2805.0,2960.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
340.0,pedestrian_1,2800.0,2955.0,600.0,755.0,must,1.0,1.0,1.0,1.0,1.0
341.0,pedestrian_1,2790.0,2945.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
342.0,pedestrian_1,2785.0,2945.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
343.0,pedestrian_1,2780.0,2940.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
344.0,pedestrian_1,2775.0,2935.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
345.0,pedestrian_1,2770.0,2930.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
346.0,pedestrian_1,2765.0,2925.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
347.0,pedestrian_1,2760.0,2920.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
348.0,pedestrian_1,2755.0,2915.0,600.0,760.0,must,1.0,1.0,1.0,1.0,1.0
349.0,pedestrian_1,2750.0,2915.0,595.0,755.0,must,1.0,1.0,1.0,1.0,1.0
350.0,pedestrian_1,2745.0,2910.0,595.0,755.0,must,1.0,1.0,1.0,1.0,1.0
351.0,pedestrian_1,2740.0,2905.0,595.0,755.0,must,1.0,1.0,1.0,1.0,1.0
352.0,pedestrian_1,2735.0,2900.0,595.0,755.0,must,1.0,1.0,1.0,1.0,1.0
353.0,pedestrian_1,2730.0,2895.0,595.0,755.0,must,1.0,1.0,1.0,1.0,1.0
354.0,pedestrian_1,2725.0,2895.0,595.0,755.0,must,1.0,1.0,1.0,1.0,1.0
355.0,pedestrian_1,2720.0,2890.0,595.0,755.0,must,1.0,1.0,1.0,1.0,1.0
356.0,pedestrian_1,2710.0,2880.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
357.0,pedestrian_1,2705.0,2875.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
358.0,pedestrian_1,2700.0,2870.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
359.0,pedestrian_1,2695.0,2865.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
360.0,pedestrian_1,2690.0,2860.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
361.0,pedestrian_1,2685.0,2860.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
362.0,pedestrian_1,2675.0,2850.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
363.0,pedestrian_1,2670.0,2845.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
364.0,pedestrian_1,2665.0,2840.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
365.0,pedestrian_1,2660.0,2835.0,595.0,760.0,must,1.0,1.0,1.0,1.0,1.0
366.0,pedestrian_1,2655.0,2835.0,595.0,765.0,must,1.0,1.0,1.0,1.0,1.0
367.0,pedestrian_1,2650.0,2830.0,595.0,765.0,must,1.0,1.0,1.0,1.0,1.0
